,Panel,Product,Likes,Likes_new,Sentiment,Dislikes,Dislikes_new,SentimentDislike
119,Marlts,V476,It is a good cigarette but it is hard while smoking. ,"['good', 'cigarette', 'but', 'hard', 'smoking']",0.21242306,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
120,Marlts,K817,I will say that this is a very smooth product and easy to smoke. Will suggest them to smoke.,"['say', 'very', 'smooth', 'product', 'easy', 'smoke', 'suggest', 'smoke']",0.98564434,I liked this cigarette very much. So no need to make any changes.,"['like', 'cigarette', 'very', 'much', 'no', 'need', 'make', 'change']",0.82753867
121,Marlts,D782,Will encourage my friends to try this cigarette. ,"['encourage', 'friend', 'try', 'cigarette']",0.9844737,Filter size and tobacco quantity should be increased.,"['filter', 'size', 'tobacco', 'quantity', 'should', 'increase']",0.0018551889
122,MGA,V476,cigarette is hard but it is good.,"['cigarette', 'hard', 'but', 'good']",0.39061758,It would be good if some flavor is added to the blend.,"['would', 'good', 'flavor', 'add', 'blend']",0.7750434
123,Marlts,D782,Because it doesn’t hurt in the throat. ,"['not', 'hurt', 'throat']",0.65710616,No.,['no'],0.9409806
124,Marlts,B845,Will ask my friends to try this once. ,"['ask', 'friend', 'try']",0.97593904,It was good. I think no changes should be made.,"['good', 'think', 'no', 'change', 'should', 'make']",0.797664
125,Marlts,G647,cigarette is light and smooth to smoke. ,"['cigarette', 'light', 'smooth', 'smoke']",0.9170695,Filter quality should be improved. ,"['filter', 'quality', 'should', 'improve']",0.28405035
126,Marlts,B845,cigarette is very light and I didn’t enjoy smoking it. I will not recommend to my friends. ,"['cigarette', 'very', 'light', 'not', 'enjoy', 'smoking', 'not', 'recommend', 'friend']",0.15583241,Yes. Tobacco quality should be improved.,"['yes', 'tobacco', 'quality', 'should', 'improve']",0.18282862
127,MGA,K817,That this is a good brand and will ask them to smoke. ,"['good', 'brand', 'ask', 'smoke']",0.9930641,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
128,MGA,T295,cigarette is smooth and has good taste. It doesn’t hurt in the throat. So will ask my friends to smoke it.,"['cigarette', 'smooth', 'good', 'taste', 'not', 'hurt', 'throat', 'ask', 'friend', 'smoke']",0.94614077,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
129,Marlts,B845,cigarette is good. ,"['cigarette', 'good']",0.9625361,cigarette should be made light. ,"['cigarette', 'should', 'make', 'light']",0.05013579
130,MGA,V476,cigarette is good. Taste is good. ,"['cigarette', 'good', 'taste', 'good']",0.99345326,No. it is OK.,"['no', 'ok']",0.9544759
131,MGA,G647,Will say that this is a good cigarette and I liked it very much. ,"['say', 'good', 'cigarette', 'like', 'very', 'much']",0.91821146,There is no need to make any changes. cigarette is good and smooth.,"['no', 'need', 'make', 'change', 'cigarette', 'good', 'smooth']",0.9926045
132,MGA,G647,This is a good cigarette.,"['good', 'cigarette']",0.96528995,No.,['no'],0.9409806
133,Marlts,B845,Will say that this is a new product in market and will ask them to try it. I liked the product.,"['say', 'new', 'product', 'market', 'ask', 'try', 'like', 'product']",0.9688968,There is no need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
134,MGA,V476,That this cigarette is good and smooth while smoking. ,"['cigarette', 'good', 'smooth', 'smoking']",0.9692535,cigarette is smooth. No need to make any changes.,"['cigarette', 'smooth', 'no', 'need', 'make', 'change']",0.97725177
135,MGA,V476,Will say that this is a very smooth cigarette.,"['say', 'very', 'smooth', 'cigarette']",0.95218825,I will not make any changes in this blend because I liked it very much.,"['not', 'make', 'change', 'blend', 'like', 'very', 'much']",0.8387724
136,Marlts,T295,That this is a good cigarette/ Not properly audible.,"['good', 'cigarette', 'not', 'properly', 'audible']",0.9379829,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
137,MGA,T295,Blank,['blank'],0.78981745,No.,['no'],0.9409806
138,Marlts,T295,Will say that this is  a very good product and will ask my friends to try it. ,"['say', 'very', 'good', 'product', 'ask', 'friend', 'try']",0.9941414,There is nothing to change but filter size should be increased.,"['nothing', 'change', 'but', 'filter', 'size', 'should', 'increase']",0.010579519
139,Marlts,K817,This is a good product and I liked smoking it.  I will ask my friends also to smoke it. ,"['good', 'product', 'like', 'smoking', 'ask', 'friend', 'also', 'smoke']",0.79117405,No. it should be same.,"['no', 'should']",0.70833004
140,Marlts,T295,I would like to share with my friends that it is a good cigarette and they should try it. It is not similar to my regular brand but it is good.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try', 'not', 'similar', 'regular', 'brand', 'but', 'good']",0.91986686,The quantity of tobacco should be reduced in this cigarette and rest everything is fine.,"['quantity', 'tobacco', 'should', 'reduce', 'cigarette', 'rest', 'everything', 'fine']",0.0077071954
141,MGA,G647,I like the taste of this cigarette. It is smooth and I will recommend it to my friends.,"['like', 'taste', 'cigarette', 'smooth', 'recommend', 'friend']",0.9085624,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
142,Marlts,G647,It is a good cigarette and I enjoyed smoking it.,"['good', 'cigarette', 'enjoy', 'smoking']",0.901506,No changes required in the blend. I like it.,"['no', 'change', 'require', 'blend', 'like']",0.99697053
143,Marlts,V476,This cigarette is similar to my regular brand. It is light and smooth. I like it.,"['cigarette', 'similar', 'regular', 'brand', 'light', 'smooth', 'like']",0.8996052,No changes required in the blend. It is similar to my regular brand. I will definitely use it after it gets launched in the market.,"['no', 'change', 'require', 'blend', 'similar', 'regular', 'brand', 'definitely', 'use', 'after', 'get', 'launch', 'market']",0.9779546
144,Marlts,V476,I would like to share with my friends that it is a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
145,Marlts,D782,It is a very good cigarette. I will recommend it to my friends.,"['very', 'good', 'cigarette', 'recommend', 'friend']",0.9777458,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
146,Marlts,T295,It is a good cigarette. The quality of tobacco is also good.,"['good', 'cigarette', 'quality', 'tobacco', 'also', 'good']",0.98319006,No changes required in the blend. I like it.,"['no', 'change', 'require', 'blend', 'like']",0.99697053
147,MGA,T295,I felt relaxed after smoking this cigarette.,"['felt', 'relaxed', 'after', 'smoking', 'cigarette']",0.66048574,The length of this cigarette should be increased for better experience.,"['length', 'cigarette', 'should', 'increase', 'well', 'experience']",0.013246517
148,Marlts,T295,I would like to share with my friends that it is a good cigarette and they should try it once. It doesn't cause irritation in the throat.,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try', 'not', 'irritation', 'throat']",0.59949654,I would like to make changes in the filter.,"['would', 'like', 'make', 'change', 'filter']",0.25557888
149,Marlts,G647,It is a good cigarette. It is smooth and I will recommend it to my friends.,"['good', 'cigarette', 'smooth', 'recommend', 'friend']",0.99040496,No changes required in the blend. It is smooth and nice to smoke. It doesn't cause irritation in the throat.,"['no', 'change', 'require', 'blend', 'smooth', 'nice', 'smoke', 'not', 'irritation', 'throat']",0.98102003
150,MGA,D782,"Overall, it is a good product. I it smooth and the quantity of tobacco is also good and I will suggest my friends to try it once.","['overall', 'good', 'product', 'smooth', 'quantity', 'tobacco', 'also', 'good', 'suggest', 'friend', 'try']",0.9878622,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
151,Marlts,B845,It is nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9902632,No changes required in the blend. I like it.,"['no', 'change', 'require', 'blend', 'like']",0.99697053
152,Marlts,T295,This cigarette is smooth and nice to smoke. The taste is also good. I will recommend it to my friends.,"['cigarette', 'smooth', 'nice', 'smoke', 'taste', 'also', 'good', 'recommend', 'friend']",0.9936904,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
153,Marlts,G647,This cigarette is smooth and nice to smoke. I will recommend it to my friends.,"['cigarette', 'smooth', 'nice', 'smoke', 'recommend', 'friend']",0.9947476,No changes required in the blend. It was nice to smoke.,"['no', 'change', 'require', 'blend', 'nice', 'smoke']",0.9994299
154,MGA,B845,This cigarette is smooth and nice to smoke. I will suggest my friends to try it.,"['cigarette', 'smooth', 'nice', 'smoke', 'suggest', 'friend', 'try']",0.9979493,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
155,Marlts,V476,The flavor of this cigarette is good. It was nice to smoke. I will suggest my friends to try it.,"['flavor', 'cigarette', 'good', 'nice', 'smoke', 'suggest', 'friend', 'try']",0.9984004,No changes required in the blend. Everything is perfect.,"['no', 'change', 'require', 'blend', 'everything', 'perfect']",0.9994753
156,Marlts,G647,Inaudible,['inaudible'],0.3233734,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
157,Marlts,T295,I would like to share with my friends that it is a very good cigarette and they should try it once.,"['would', 'like', 'share', 'friend', 'very', 'good', 'cigarette', 'should', 'try']",0.9698009,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
158,Marlts,V476,This cigarette is light and smooth. It makes me feel refreshing.,"['cigarette', 'light', 'smooth', 'make', 'feel', 'refresh']",0.97165346,No changes required in the blend. I like it.,"['no', 'change', 'require', 'blend', 'like']",0.99697053
159,MGA,T295,It is a good product. I will recommend it to my friends.,"['good', 'product', 'recommend', 'friend']",0.96826774,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
160,MGA,V476,I would like to share with my friends that it is a good product and they should try it.,"['would', 'like', 'share', 'friend', 'good', 'product', 'should', 'try']",0.96088374,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
161,Marlts,T295,I would like to share with my friends that it is a good product and they should use it.,"['would', 'like', 'share', 'friend', 'good', 'product', 'should', 'use']",0.8033729,No changes required in the blend. It is fine.,"['no', 'change', 'require', 'blend', 'fine']",0.99890006
162,Marlts,B845,The flavor of this cigarette was like clove and I like it. It was very smooth.,"['flavor', 'cigarette', 'like', 'clove', 'like', 'very', 'smooth']",0.65517515,I would like to add mint and clove flavor.,"['would', 'like', 'add', 'mint', 'clove', 'flavor']",0.038298484
163,MGA,T295,This brand is little bit hard. I will suggest my friends to try it.,"['brand', 'little', 'bit', 'hard', 'suggest', 'friend', 'try']",0.24518114,This cigarette should be little bit light so that it would be much better.,"['cigarette', 'should', 'little', 'bit', 'light', 'would', 'much', 'well']",0.0036392412
164,Marlts,T295,I would like to share with my friends that it is a very good cigarette and they should try it.,"['would', 'like', 'share', 'friend', 'very', 'good', 'cigarette', 'should', 'try']",0.9698009,This cigarette should be little bit light so that it would be much better.,"['cigarette', 'should', 'little', 'bit', 'light', 'would', 'much', 'well']",0.0036392412
165,Marlts,G647,This cigarette is very smooth and it doesn't cause any irritation in the throat.,"['cigarette', 'very', 'smooth', 'not', 'irritation', 'throat']",0.45625287,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
166,Marlts,D782,It was a very good product. It makes me feel relaxed. I will share the same with my friends.,"['very', 'good', 'product', 'make', 'feel', 'relaxed', 'share', 'friend']",0.99320674,I would like to change the filter of this cigarette.,"['would', 'like', 'change', 'filter', 'cigarette']",0.2789686
167,Marlts,K817,It is a good cigarette. I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,No changes required in the blend. It is a good product.,"['no', 'change', 'require', 'blend', 'good', 'product']",0.99895394
168,Marlts,G647,I would like to share with my friends that it was a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
169,Marlts,V476,This cigarette is light and not very strong. I like it.,"['cigarette', 'light', 'not', 'very', 'strong', 'like']",0.05819499,No changes required in the blend. It is good.,"['no', 'change', 'require', 'blend', 'good']",0.99936146
170,Marlts,B845,This cigarette is okay. It was smooth while smoking.,"['cigarette', 'okay', 'smooth', 'smoking']",0.8605046,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
171,Marlts,G647,I would like to share with my friends that it is a good cigarette and they should try it once. ,"['would', 'like', 'share', 'friend', 'good', 'cigarette', 'should', 'try']",0.9769383,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
172,MGA,K817,It is a good cigarette and I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,The quantity of tobacco should be little bit reduced.,"['quantity', 'tobacco', 'should', 'little', 'bit', 'reduce']",0.0005853505
173,Marlts,D782,It is a very good brand. I will recommend it to my friends.,"['very', 'good', 'brand', 'recommend', 'friend']",0.9922236,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
174,Marlts,G647,It is a very good cigarette. It has different taste and I enjoyed smoking it.,"['very', 'good', 'cigarette', 'different', 'taste', 'enjoy', 'smoking']",0.9362702,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
